s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 2.0905247E+002, 1.0063062E+003, 0.0000000E+000,-4.2055784E+002,-5.9536193E+001,-3.1539159E+002,-7.1158820E-002, 0.0000000E+000, 0.0000000E+000, 2.1015138E+002, 2.1074945E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1008916E+002, 9.9229917E+002, 0.0000000E+000,-4.1557377E+002,-5.9441065E+001,-3.1456738E+002,-7.1320173E-002, 0.0000000E+000, 0.0000000E+000, 2.0423745E+002, 2.0264563E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1102216E+002, 9.9392695E+002, 0.0000000E+000,-4.2432437E+002,-6.3011605E+001,-3.1510405E+002,-7.1338143E-002, 0.0000000E+000, 0.0000000E+000, 1.9208251E+002, 1.9141559E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1208351E+002, 1.0080605E+003, 0.0000000E+000,-4.1882417E+002,-6.4782071E+001,-3.1672365E+002,-7.1098493E-002, 0.0000000E+000, 0.0000000E+000, 2.0597044E+002, 2.0765950E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1305643E+002, 1.0066146E+003, 0.0000000E+000,-4.2281420E+002,-6.4564453E+001,-3.1856686E+002,-7.1344751E-002, 0.0000000E+000, 0.0000000E+000, 2.0008176E+002, 2.0059771E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1402933E+002, 1.0010240E+003, 0.0000000E+000,-4.2081239E+002,-6.2857455E+001,-3.1968053E+002,-7.1056789E-002, 0.0000000E+000, 0.0000000E+000, 1.9752742E+002, 1.9760257E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1506415E+002, 1.0093770E+003, 0.0000000E+000,-4.2115831E+002,-6.3670390E+001,-3.2050009E+002,-7.1044860E-002, 0.0000000E+000, 0.0000000E+000, 2.0598872E+002, 2.0397721E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1603706E+002, 9.9129425E+002, 0.0000000E+000,-4.3464667E+002,-6.5987674E+001,-3.2211562E+002,-7.1266011E-002, 0.0000000E+000, 0.0000000E+000, 1.6942069E+002, 1.6847302E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1700996E+002, 9.8082404E+002, 0.0000000E+000,-4.3598530E+002,-6.4874405E+001,-3.2382682E+002,-7.0596597E-002, 0.0000000E+000, 0.0000000E+000, 1.5706296E+002, 1.5606692E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1800629E+002, 1.0031088E+003, 0.0000000E+000,-4.4160339E+002,-6.1357252E+001,-3.2516919E+002,-7.0941795E-002, 0.0000000E+000, 0.0000000E+000, 1.7274182E+002, 1.7490801E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.1904939E+002, 1.0056653E+003, 0.0000000E+000,-4.3371510E+002,-6.1617985E+001,-3.2504131E+002,-7.0845083E-002, 0.0000000E+000, 0.0000000E+000, 1.8733250E+002, 1.8522006E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2003569E+002, 1.0122637E+003, 0.0000000E+000,-4.4420702E+002,-6.0710711E+001,-3.2537225E+002,-7.0529920E-002, 0.0000000E+000, 0.0000000E+000, 1.7885148E+002, 1.8190322E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2104401E+002, 9.9520186E+002, 0.0000000E+000,-4.1006905E+002,-5.9857855E+001,-3.2492175E+002,-7.1258032E-002, 0.0000000E+000, 0.0000000E+000, 2.0197949E+002, 2.0028194E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2200525E+002, 9.9430949E+002, 0.0000000E+000,-4.1503674E+002,-6.1085564E+001,-3.2564670E+002,-7.1530103E-002, 0.0000000E+000, 0.0000000E+000, 1.9271911E+002, 1.9246895E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2303772E+002, 1.0001705E+003, 0.0000000E+000,-4.3036851E+002,-6.2226218E+001,-3.2556911E+002,-7.1580814E-002, 0.0000000E+000, 0.0000000E+000, 1.7990769E+002, 1.8193506E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2402371E+002, 1.0129077E+003, 0.0000000E+000,-4.3521875E+002,-5.9712789E+001,-3.2540102E+002,-7.1545386E-002, 0.0000000E+000, 0.0000000E+000, 1.9131223E+002, 1.9250358E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2510081E+002, 1.0133796E+003, 0.0000000E+000,-4.4259767E+002,-5.6504778E+001,-3.2679873E+002,-7.1260664E-002, 0.0000000E+000, 0.0000000E+000, 1.8760974E+002, 1.8740711E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2601149E+002, 1.0069835E+003, 0.0000000E+000,-4.3358874E+002,-5.4311886E+001,-3.2699163E+002,-7.1492769E-002, 0.0000000E+000, 0.0000000E+000, 1.9586350E+002, 1.9201980E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2707680E+002, 9.9868120E+002, 0.0000000E+000,-4.4062812E+002,-5.6761258E+001,-3.2745051E+002,-7.1225064E-002, 0.0000000E+000, 0.0000000E+000, 1.7308038E+002, 1.7377009E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2807555E+002, 9.9298433E+002, 0.0000000E+000,-4.3366864E+002,-6.1176077E+001,-3.2933308E+002,-7.1197243E-002, 0.0000000E+000, 0.0000000E+000, 1.6804664E+002, 1.6873533E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.2906560E+002, 1.0032646E+003, 0.0000000E+000,-4.3583870E+002,-6.1358084E+001,-3.3042816E+002,-7.1368540E-002, 0.0000000E+000, 0.0000000E+000, 1.7661472E+002, 1.7556824E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3006024E+002, 9.9723853E+002, 0.0000000E+000,-4.3490002E+002,-5.9723058E+001,-3.2989354E+002,-7.1458808E-002, 0.0000000E+000, 0.0000000E+000, 1.7309474E+002, 1.7265045E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3109090E+002, 9.9636631E+002, 0.0000000E+000,-4.4213705E+002,-6.1763876E+001,-3.3154759E+002,-7.1237183E-002, 0.0000000E+000, 0.0000000E+000, 1.6207674E+002, 1.6084656E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3202504E+002, 9.9379792E+002, 0.0000000E+000,-4.4142615E+002,-6.2553828E+001,-3.3232320E+002,-7.1456722E-002, 0.0000000E+000, 0.0000000E+000, 1.5594602E+002, 1.5742329E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3305260E+002, 1.0299006E+003, 0.0000000E+000,-4.4229456E+002,-6.0421932E+001,-3.3223040E+002,-7.1054653E-002, 0.0000000E+000, 0.0000000E+000, 1.8959243E+002, 1.9488269E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3408015E+002, 1.0166265E+003, 0.0000000E+000,-4.4558883E+002,-6.2955755E+001,-3.3204790E+002,-7.1342549E-002, 0.0000000E+000, 0.0000000E+000, 1.7923746E+002, 1.7596264E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3501430E+002, 1.0010706E+003, 0.0000000E+000,-4.3414359E+002,-6.5373514E+001,-3.3280531E+002,-7.0457981E-002, 0.0000000E+000, 0.0000000E+000, 1.7287010E+002, 1.6867777E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3604185E+002, 1.0023057E+003, 0.0000000E+000,-4.3491829E+002,-6.5041116E+001,-3.3344801E+002,-7.1178023E-002, 0.0000000E+000, 0.0000000E+000, 1.6502456E+002, 1.6882713E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3706943E+002, 9.9656061E+002, 0.0000000E+000,-4.4206789E+002,-6.4888862E+001,-3.3365306E+002,-7.1271791E-002, 0.0000000E+000, 0.0000000E+000, 1.6184296E+002, 1.5587953E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3800591E+002, 9.9989096E+002, 0.0000000E+000,-4.3666764E+002,-6.3820783E+001,-3.3449006E+002,-7.1826805E-002, 0.0000000E+000, 0.0000000E+000, 1.6044856E+002, 1.6484065E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.3903555E+002, 9.9765112E+002, 0.0000000E+000,-4.3672323E+002,-6.0697550E+001,-3.3594755E+002,-7.1508506E-002, 0.0000000E+000, 0.0000000E+000, 1.6546064E+002, 1.6421127E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4003661E+002, 9.9311385E+002, 0.0000000E+000,-4.4226270E+002,-5.7619784E+001,-3.3627781E+002,-7.1387279E-002, 0.0000000E+000, 0.0000000E+000, 1.5726873E+002, 1.5688217E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4106311E+002, 9.9844699E+002, 0.0000000E+000,-4.4901525E+002,-6.0020943E+001,-3.3722196E+002,-7.1414315E-002, 0.0000000E+000, 0.0000000E+000, 1.5221573E+002, 1.5211743E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4202429E+002, 9.9577737E+002, 0.0000000E+000,-4.3724292E+002,-6.3224585E+001,-3.3738673E+002,-7.1033791E-002, 0.0000000E+000, 0.0000000E+000, 1.5876103E+002, 1.5785210E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4305080E+002, 1.0049912E+003, 0.0000000E+000,-4.6614870E+002,-6.6047409E+001,-3.3771039E+002,-7.1899280E-002, 0.0000000E+000, 0.0000000E+000, 1.3235639E+002, 1.3501282E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4404999E+002, 1.0050160E+003, 0.0000000E+000,-4.4498018E+002,-6.5784154E+001,-3.3817356E+002,-7.1974086E-002, 0.0000000E+000, 0.0000000E+000, 1.5572951E+002, 1.5600617E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4502887E+002, 1.0012927E+003, 0.0000000E+000,-4.4513099E+002,-6.6946766E+001,-3.3764542E+002,-7.0823678E-002, 0.0000000E+000, 0.0000000E+000, 1.5370677E+002, 1.5149874E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4604367E+002, 1.0086748E+003, 0.0000000E+000,-4.5649879E+002,-6.5980381E+001,-3.3909317E+002,-7.0689195E-002, 0.0000000E+000, 0.0000000E+000, 1.4635532E+002, 1.4703181E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4704814E+002, 1.0062264E+003, 0.0000000E+000,-4.4732589E+002,-6.3167248E+001,-3.3869441E+002,-7.0803028E-002, 0.0000000E+000, 0.0000000E+000, 1.5751015E+002, 1.5696809E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4807829E+002, 9.9100511E+002, 0.0000000E+000,-4.3995207E+002,-6.0903302E+001,-3.3879396E+002,-7.1288396E-002, 0.0000000E+000, 0.0000000E+000, 1.5070851E+002, 1.5128449E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.4905211E+002, 1.0061645E+003, 0.0000000E+000,-4.6175347E+002,-6.3062512E+001,-3.3931722E+002,-7.0809398E-002, 0.0000000E+000, 0.0000000E+000, 1.4156383E+002, 1.4196043E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5001706E+002, 9.9597485E+002, 0.0000000E+000,-4.4000677E+002,-6.6841805E+001,-3.3931287E+002,-7.1246477E-002, 0.0000000E+000, 0.0000000E+000, 1.4877587E+002, 1.4974217E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5108687E+002, 1.0082256E+003, 0.0000000E+000,-4.4761935E+002,-6.5437494E+001,-3.3958260E+002,-7.1672269E-002, 0.0000000E+000, 0.0000000E+000, 1.5774364E+002, 1.5551447E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5201491E+002, 9.9791598E+002, 0.0000000E+000,-4.5143748E+002,-6.2047902E+001,-3.4018442E+002,-7.1273391E-002, 0.0000000E+000, 0.0000000E+000, 1.4699173E+002, 1.4417491E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5306732E+002, 9.8678627E+002, 0.0000000E+000,-4.5985646E+002,-6.1757770E+001,-3.4084592E+002,-7.1185016E-002, 0.0000000E+000, 0.0000000E+000, 1.2341386E+002, 1.2425493E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5401448E+002, 9.8789283E+002, 0.0000000E+000,-4.5173087E+002,-6.4580156E+001,-3.4259570E+002,-7.0683362E-002, 0.0000000E+000, 0.0000000E+000, 1.3233441E+002, 1.2891541E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5506689E+002, 1.0016067E+003, 0.0000000E+000,-4.5763390E+002,-6.7855099E+001,-3.4410457E+002,-7.0273767E-002, 0.0000000E+000, 0.0000000E+000, 1.2874068E+002, 1.3194285E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5609073E+002, 1.0077483E+003, 0.0000000E+000,-4.5983712E+002,-6.9761972E+001,-3.4560253E+002,-7.0558773E-002, 0.0000000E+000, 0.0000000E+000, 1.3438666E+002, 1.3247610E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5702148E+002, 9.6959179E+002, 0.0000000E+000,-4.4465171E+002,-6.9280145E+001,-3.4716113E+002,-7.0262942E-002, 0.0000000E+000, 0.0000000E+000, 1.1021460E+002, 1.0842854E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5804532E+002, 9.9212863E+002, 0.0000000E+000,-4.4402481E+002,-6.8824923E+001,-3.4660376E+002,-7.1212467E-002, 0.0000000E+000, 0.0000000E+000, 1.3163518E+002, 1.3260393E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.5904123E+002, 9.9253291E+002, 0.0000000E+000,-4.6235539E+002,-6.7877922E+001,-3.4607596E+002,-7.1392513E-002, 0.0000000E+000, 0.0000000E+000, 1.1614758E+002, 1.1615224E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6006506E+002, 1.0002012E+003, 0.0000000E+000,-4.6797551E+002,-6.7834624E+001,-3.4580754E+002,-7.1146580E-002, 0.0000000E+000, 0.0000000E+000, 1.2109961E+002, 1.1851235E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6108890E+002, 9.9733250E+002, 0.0000000E+000,-4.6942121E+002,-6.8588652E+001,-3.4674963E+002,-7.0993394E-002, 0.0000000E+000, 0.0000000E+000, 1.1130911E+002, 1.1250201E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6204721E+002, 9.9472095E+002, 0.0000000E+000,-4.4776893E+002,-6.8174031E+001,-3.4690726E+002,-7.1534038E-002, 0.0000000E+000, 0.0000000E+000, 1.3010323E+002, 1.3179919E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6300082E+002, 9.9890528E+002, 0.0000000E+000,-4.5932183E+002,-6.8939714E+001,-3.4707446E+002,-7.1444025E-002, 0.0000000E+000, 0.0000000E+000, 1.2520673E+002, 1.2349784E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6406757E+002, 1.0062436E+003, 0.0000000E+000,-4.6464684E+002,-6.6276909E+001,-3.4717964E+002,-7.1305546E-002, 0.0000000E+000, 0.0000000E+000, 1.2658400E+002, 1.2806885E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6500098E+002, 1.0086085E+003, 0.0000000E+000,-4.6372235E+002,-6.9758380E+001,-3.4838949E+002,-7.1501999E-002, 0.0000000E+000, 0.0000000E+000, 1.3015336E+002, 1.2666678E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6607660E+002, 9.8524709E+002, 0.0000000E+000,-4.6185778E+002,-6.8536078E+001,-3.4836694E+002,-7.1395193E-002, 0.0000000E+000, 0.0000000E+000, 1.0509652E+002, 1.0641490E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6705447E+002, 1.0032939E+003, 0.0000000E+000,-4.6058498E+002,-6.5814975E+001,-3.4911050E+002,-7.0828603E-002, 0.0000000E+000, 0.0000000E+000, 1.2669650E+002, 1.2771260E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6803232E+002, 1.0193902E+003, 0.0000000E+000,-4.7942536E+002,-6.8583749E+001,-3.4996843E+002,-7.0099091E-002, 0.0000000E+000, 0.0000000E+000, 1.2172293E+002, 1.2134252E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.6901016E+002, 9.9112297E+002, 0.0000000E+000,-4.6990996E+002,-7.1724389E+001,-3.5044324E+002,-7.1177545E-002, 0.0000000E+000, 0.0000000E+000, 1.0279045E+002, 9.8974199E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7008578E+002, 9.7936292E+002, 0.0000000E+000,-4.4378820E+002,-7.3191114E+001,-3.4996629E+002,-7.1173447E-002, 0.0000000E+000, 0.0000000E+000, 1.0531780E+002, 1.1234614E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7103290E+002, 1.0267311E+003, 0.0000000E+000,-4.7804923E+002,-7.3720971E+001,-3.5073431E+002,-7.0565399E-002, 0.0000000E+000, 0.0000000E+000, 1.2787738E+002, 1.2415601E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7206906E+002, 9.9372545E+002, 0.0000000E+000,-4.3854280E+002,-7.2556629E+001,-3.5081282E+002,-7.0825155E-002, 0.0000000E+000, 0.0000000E+000, 1.3014256E+002, 1.3174237E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7304810E+002, 1.0219255E+003, 0.0000000E+000,-4.7855541E+002,-7.1146299E+001,-3.5093018E+002,-7.1143872E-002, 0.0000000E+000, 0.0000000E+000, 1.2702022E+002, 1.2122243E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7403763E+002, 1.0020168E+003, 0.0000000E+000,-4.7118321E+002,-6.6876007E+001,-3.5143388E+002,-7.1407898E-002, 0.0000000E+000, 0.0000000E+000, 1.1162292E+002, 1.1245226E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7505493E+002, 9.9587392E+002, 0.0000000E+000,-4.5759233E+002,-6.5614513E+001,-3.5148078E+002,-7.1442789E-002, 0.0000000E+000, 0.0000000E+000, 1.2298276E+002, 1.2111486E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7600098E+002, 1.0074795E+003, 0.0000000E+000,-4.7537185E+002,-6.8636835E+001,-3.5210590E+002,-7.1375634E-002, 0.0000000E+000, 0.0000000E+000, 1.1075952E+002, 1.1129359E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7706131E+002, 9.8322244E+002, 0.0000000E+000,-4.6920379E+002,-7.0072721E+001,-3.5315939E+002,-7.0977779E-002, 0.0000000E+000, 0.0000000E+000, 9.1925323E+001, 9.0715564E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7804974E+002, 9.9347105E+002, 0.0000000E+000,-4.6626483E+002,-7.0487362E+001,-3.5414958E+002,-7.0825720E-002, 0.0000000E+000, 0.0000000E+000, 1.0211998E+002, 1.0249844E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.7903815E+002, 1.0010166E+003, 0.0000000E+000,-4.6853016E+002,-7.1313918E+001,-3.5454940E+002,-7.0539386E-002, 0.0000000E+000, 0.0000000E+000, 1.0578540E+002, 1.0655258E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8002658E+002, 9.9458157E+002, 0.0000000E+000,-4.7223092E+002,-7.2465797E+001,-3.5527699E+002,-7.1764428E-002, 0.0000000E+000, 0.0000000E+000, 9.5060189E+001, 9.4536101E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8107599E+002, 1.0071712E+003, 0.0000000E+000,-4.6657402E+002,-7.4837545E+001,-3.5584732E+002,-7.1600943E-002, 0.0000000E+000, 0.0000000E+000, 1.0998586E+002, 1.0984069E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8203000E+002, 1.0000715E+003, 0.0000000E+000,-4.6817028E+002,-7.8546602E+001,-3.5564247E+002,-7.1285670E-002, 0.0000000E+000, 0.0000000E+000, 9.8514525E+001, 9.7640858E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8307941E+002, 9.8332994E+002, 0.0000000E+000,-4.7370106E+002,-7.6968967E+001,-3.5601767E+002,-7.0628680E-002, 0.0000000E+000, 0.0000000E+000, 7.6913994E+001, 7.6571611E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8403339E+002, 9.9384283E+002, 0.0000000E+000,-4.4990252E+002,-7.3355041E+001,-3.5573478E+002,-7.0927142E-002, 0.0000000E+000, 0.0000000E+000, 1.1265096E+002, 1.1477956E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8508279E+002, 1.0086863E+003, 0.0000000E+000,-4.8115387E+002,-7.3330820E+001,-3.5550372E+002,-7.0276585E-002, 0.0000000E+000, 0.0000000E+000, 1.0142597E+002, 9.8627577E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8603680E+002, 1.0007022E+003, 0.0000000E+000,-4.8382817E+002,-7.2654200E+001,-3.5530450E+002,-7.0571469E-002, 0.0000000E+000, 0.0000000E+000, 8.5419519E+001, 8.8844786E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8704654E+002, 9.9907083E+002, 0.0000000E+000,-4.6922918E+002,-7.2766988E+001,-3.5508566E+002,-7.1080443E-002, 0.0000000E+000, 0.0000000E+000, 1.0237682E+002, 1.0191792E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8807925E+002, 1.0088884E+003, 0.0000000E+000,-4.8173820E+002,-7.0269295E+001,-3.5590698E+002,-7.1000557E-002, 0.0000000E+000, 0.0000000E+000, 1.0107711E+002, 1.0090296E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.8901807E+002, 9.9351824E+002, 0.0000000E+000,-4.6767121E+002,-6.9296324E+001,-3.5760788E+002,-7.1231513E-002, 0.0000000E+000, 0.0000000E+000, 1.0105125E+002, 9.8871592E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9005078E+002, 1.0027714E+003, 0.0000000E+000,-4.6930628E+002,-7.0381258E+001,-3.5806893E+002,-7.1328728E-002, 0.0000000E+000, 0.0000000E+000, 1.0340975E+002, 1.0494364E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9104037E+002, 1.0074169E+003, 0.0000000E+000,-4.8304056E+002,-7.2259105E+001,-3.5977139E+002,-7.0950721E-002, 0.0000000E+000, 0.0000000E+000, 9.4668518E+001, 9.2274940E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9202927E+002, 9.8970157E+002, 0.0000000E+000,-4.7707676E+002,-7.0578051E+001,-3.6162780E+002,-7.0949338E-002, 0.0000000E+000, 0.0000000E+000, 7.8796800E+001, 8.0348007E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9303479E+002, 9.9823818E+002, 0.0000000E+000,-4.7216901E+002,-6.5920261E+001,-3.6374488E+002,-7.0928568E-002, 0.0000000E+000, 0.0000000E+000, 9.6392338E+001, 9.6333103E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9408755E+002, 1.0048129E+003, 0.0000000E+000,-4.7998264E+002,-6.3068994E+001,-3.6400391E+002,-7.1319072E-002, 0.0000000E+000, 0.0000000E+000, 9.9606095E+001, 9.7686032E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9507224E+002, 9.9790727E+002, 0.0000000E+000,-4.6990689E+002,-6.3744472E+001,-3.6314345E+002,-7.1273654E-002, 0.0000000E+000, 0.0000000E+000, 1.0015266E+002, 1.0104118E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9605695E+002, 1.0069381E+003, 0.0000000E+000,-4.8465131E+002,-6.6585447E+001,-3.6232406E+002,-7.1270337E-002, 0.0000000E+000, 0.0000000E+000, 9.3916041E+001, 9.3305985E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9701477E+002, 1.0101695E+003, 0.0000000E+000,-4.8269216E+002,-6.8034322E+001,-3.6292390E+002,-7.1464838E-002, 0.0000000E+000, 0.0000000E+000, 9.7314709E+001, 9.6447633E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9802264E+002, 9.9037379E+002, 0.0000000E+000,-4.5688748E+002,-6.8120068E+001,-3.6265948E+002,-7.1485528E-002, 0.0000000E+000, 0.0000000E+000, 1.0181700E+002, 1.0263527E+002, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 2.9905154E+002, 9.8711354E+002, 0.0000000E+000,-4.6854137E+002,-6.6073871E+001,-3.6366128E+002,-7.1587786E-002, 0.0000000E+000, 0.0000000E+000, 9.1305948E+001, 8.8765432E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0004776E+002, 1.0019595E+003, 0.0000000E+000,-4.9451038E+002,-6.4545375E+001,-3.6533590E+002,-7.0507029E-002, 0.0000000E+000, 0.0000000E+000, 7.6646603E+001, 7.7497353E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0107190E+002, 9.9774815E+002, 0.0000000E+000,-4.8132055E+002,-6.6141317E+001,-3.6550231E+002,-7.0547343E-002, 0.0000000E+000, 0.0000000E+000, 8.2886418E+001, 8.4713435E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0200290E+002, 1.0084276E+003, 0.0000000E+000,-4.8680602E+002,-6.8853838E+001,-3.6605646E+002,-7.0590879E-002, 0.0000000E+000, 0.0000000E+000, 9.0506598E+001, 8.6640677E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0302704E+002, 1.0005574E+003, 0.0000000E+000,-4.7478709E+002,-6.8990511E+001,-3.6735530E+002,-7.1091631E-002, 0.0000000E+000, 0.0000000E+000, 8.6661301E+001, 8.9353359E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0405118E+002, 1.0013085E+003, 0.0000000E+000,-4.9160118E+002,-6.9989582E+001,-3.6689073E+002,-7.0861200E-002, 0.0000000E+000, 0.0000000E+000, 7.5580451E+001, 7.2756168E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0507498E+002, 1.0002392E+003, 0.0000000E+000,-4.8176002E+002,-7.1430065E+001,-3.6641438E+002,-7.0915687E-002, 0.0000000E+000, 0.0000000E+000, 8.0708739E+001, 8.0563857E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 3.0600482E+002, 1.0034145E+003, 0.0000000E+000,-4.8525568E+002,-7.4118037E+001,-3.6655729E+002,-7.0712685E-002, 0.0000000E+000, 0.0000000E+000, 7.7869777E+001, 7.7412814E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
