s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 4.3106726E+002, 9.8921818E+002, 0.0000000E+000,-5.2211870E+002,-7.4949534E+001,-3.8978372E+002,-7.1093617E-002, 0.0000000E+000, 0.0000000E+000, 1.6847800E+000, 2.2951358E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3201761E+002, 9.9449332E+002, 0.0000000E+000,-5.2104885E+002,-7.4146217E+001,-3.8995443E+002,-7.0816854E-002, 0.0000000E+000, 0.0000000E+000, 9.4757099E+000, 9.2729995E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3305457E+002, 9.9169695E+002, 0.0000000E+000,-5.0692293E+002,-7.6399087E+001,-3.8992333E+002,-7.0860820E-002, 0.0000000E+000, 0.0000000E+000, 1.9574014E+001, 1.8380748E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3400708E+002, 1.0007126E+003, 0.0000000E+000,-5.1168286E+002,-7.9374023E+001,-3.8863286E+002,-7.0759257E-002, 0.0000000E+000, 0.0000000E+000, 2.1146543E+001, 2.0952054E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3509402E+002, 9.9648999E+002, 0.0000000E+000,-5.1187837E+002,-7.8803941E+001,-3.8781967E+002,-7.0896531E-002, 0.0000000E+000, 0.0000000E+000, 1.6889483E+001, 1.7917105E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3603271E+002, 9.9804955E+002, 0.0000000E+000,-5.2629037E+002,-7.5725551E+001,-3.8775474E+002,-7.1228102E-002, 0.0000000E+000, 0.0000000E+000, 9.5982003E+000, 8.2076508E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3701096E+002, 9.9872982E+002, 0.0000000E+000,-5.1994230E+002,-7.3107218E+001,-3.8728375E+002,-7.1176267E-002, 0.0000000E+000, 0.0000000E+000, 1.8132826E+001, 1.8325377E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3809787E+002, 1.0369808E+003, 0.0000000E+000,-5.2861295E+002,-7.4971044E+001,-3.8778428E+002,-7.0405834E-002, 0.0000000E+000, 0.0000000E+000, 4.4840584E+001, 4.5542071E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.3905942E+002, 1.0052346E+003, 0.0000000E+000,-5.2078369E+002,-7.6991294E+001,-3.8828052E+002,-7.0715706E-002, 0.0000000E+000, 0.0000000E+000, 1.9263280E+001, 1.9108386E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4001099E+002, 9.9806618E+002, 0.0000000E+000,-5.0893584E+002,-7.4520375E+001,-3.8938376E+002,-7.0916785E-002, 0.0000000E+000, 0.0000000E+000, 2.5290446E+001, 2.5155292E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4107916E+002, 9.9621803E+002, 0.0000000E+000,-5.2182044E+002,-7.4262513E+001,-3.8948302E+002,-7.0970068E-002, 0.0000000E+000, 0.0000000E+000, 1.2180500E+001, 1.0581094E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4208139E+002, 1.0180030E+003, 0.0000000E+000,-5.3880842E+002,-7.1254517E+001,-3.9025375E+002,-7.0494949E-002, 0.0000000E+000, 0.0000000E+000, 2.2374896E+001, 1.7615767E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4300012E+002, 1.0024752E+003, 0.0000000E+000,-5.3289003E+002,-7.0002128E+001,-3.9053289E+002,-7.0436072E-002, 0.0000000E+000, 0.0000000E+000, 6.5096278E+000, 8.9797407E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4402094E+002, 1.0069081E+003, 0.0000000E+000,-5.2515504E+002,-7.0065443E+001,-3.9099633E+002,-7.0967809E-002, 0.0000000E+000, 0.0000000E+000, 2.0545912E+001, 2.0620354E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4504175E+002, 9.9762465E+002, 0.0000000E+000,-5.2070135E+002,-6.9815498E+001,-3.9055717E+002,-7.1181201E-002, 0.0000000E+000, 0.0000000E+000, 1.9435067E+001, 1.6479459E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4606253E+002, 9.8799609E+002, 0.0000000E+000,-5.1504031E+002,-6.7624869E+001,-3.9106074E+002,-7.1036782E-002, 0.0000000E+000, 0.0000000E+000, 1.3757382E+001, 1.4199131E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4705676E+002, 1.0032019E+003, 0.0000000E+000,-5.2917533E+002,-6.6040189E+001,-3.9114544E+002,-7.0581299E-002, 0.0000000E+000, 0.0000000E+000, 1.4611642E+001, 1.6770324E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4802225E+002, 1.0016888E+003, 0.0000000E+000,-5.2231715E+002,-6.5609264E+001,-3.9182582E+002,-7.0825261E-002, 0.0000000E+000, 0.0000000E+000, 2.3918092E+001, 2.1865773E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.4905652E+002, 1.0005076E+003, 0.0000000E+000,-5.2506462E+002,-6.5938380E+001,-3.9178009E+002,-7.0403350E-002, 0.0000000E+000, 0.0000000E+000, 1.6167765E+001, 1.7654109E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5001648E+002, 9.9958121E+002, 0.0000000E+000,-5.2243267E+002,-6.7804419E+001,-3.9117412E+002,-7.0247527E-002, 0.0000000E+000, 0.0000000E+000, 1.8197708E+001, 1.8099748E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5108847E+002, 9.9440029E+002, 0.0000000E+000,-5.1435609E+002,-6.9624451E+001,-3.8998535E+002,-7.1012475E-002, 0.0000000E+000, 0.0000000E+000, 2.1286605E+001, 2.0363390E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5202014E+002, 1.0053386E+003, 0.0000000E+000,-5.2115317E+002,-6.9789981E+001,-3.9129558E+002,-7.1415752E-002, 0.0000000E+000, 0.0000000E+000, 2.2240108E+001, 2.3028439E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5304495E+002, 9.9877200E+002, 0.0000000E+000,-5.3518959E+002,-7.1266402E+001,-3.9144145E+002,-7.0594188E-002, 0.0000000E+000, 0.0000000E+000, 3.2874566E+000, 8.0397292E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5407358E+002, 1.0037066E+003, 0.0000000E+000,-5.2418003E+002,-7.3061730E+001,-3.9292478E+002,-7.0872656E-002, 0.0000000E+000, 0.0000000E+000, 1.6130052E+001, 1.3469204E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5508270E+002, 9.9648192E+002, 0.0000000E+000,-5.1803774E+002,-7.1470579E+001,-3.9295739E+002,-7.0743422E-002, 0.0000000E+000, 0.0000000E+000, 1.3095369E+001, 1.3945479E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5600009E+002, 9.9928395E+002, 0.0000000E+000,-5.2914121E+002,-6.9145248E+001,-3.9237251E+002,-7.0559296E-002, 0.0000000E+000, 0.0000000E+000, 7.9760730E+000, 8.5544172E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5704053E+002, 1.0011482E+003, 0.0000000E+000,-5.1259013E+002,-6.9671967E+001,-3.9202404E+002,-7.0952607E-002, 0.0000000E+000, 0.0000000E+000, 2.5917635E+001, 2.6791132E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5803485E+002, 1.0086472E+003, 0.0000000E+000,-5.2894757E+002,-7.1283029E+001,-3.9185060E+002,-7.1301822E-002, 0.0000000E+000, 0.0000000E+000, 2.0210331E+001, 1.6494728E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.5906531E+002, 9.9343346E+002, 0.0000000E+000,-5.1393456E+002,-7.0763133E+001,-3.9061828E+002,-7.1388431E-002, 0.0000000E+000, 0.0000000E+000, 2.0226481E+001, 1.8046107E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6005963E+002, 9.9120210E+002, 0.0000000E+000,-5.2529479E+002,-7.0903570E+001,-3.9101472E+002,-7.0789580E-002, 0.0000000E+000, 0.0000000E+000, 4.4789998E+000, 3.9182287E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6105392E+002, 9.9620053E+002, 0.0000000E+000,-5.3973066E+002,-7.0834340E+001,-3.9221687E+002,-7.0528755E-002, 0.0000000E+000, 0.0000000E+000,-3.8010949E+000,-6.6518636E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6204825E+002, 9.9047947E+002, 0.0000000E+000,-5.2880262E+002,-6.8064900E+001,-3.9270783E+002,-7.0913081E-002, 0.0000000E+000, 0.0000000E+000,-1.8405528E+000, 8.3320729E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6304257E+002, 1.0059632E+003, 0.0000000E+000,-5.1843273E+002,-6.8820946E+001,-3.9220300E+002,-7.0690132E-002, 0.0000000E+000, 0.0000000E+000, 2.6263722E+001, 2.6435859E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6403662E+002, 1.0204905E+003, 0.0000000E+000,-5.3901181E+002,-7.1596556E+001,-3.9148953E+002,-7.0788351E-002, 0.0000000E+000, 0.0000000E+000, 2.2534861E+001, 1.8321789E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6505896E+002, 1.0061048E+003, 0.0000000E+000,-5.2028539E+002,-7.0452123E+001,-3.9189199E+002,-7.0682298E-002, 0.0000000E+000, 0.0000000E+000, 2.0696077E+001, 2.3404578E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6606421E+002, 9.9641112E+002, 0.0000000E+000,-5.1932161E+002,-7.0925143E+001,-3.9331431E+002,-7.1270229E-002, 0.0000000E+000, 0.0000000E+000, 1.3902269E+001, 1.2778794E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6704346E+002, 1.0019972E+003, 0.0000000E+000,-5.3791172E+002,-7.2646446E+001,-3.9156417E+002,-7.0708851E-002, 0.0000000E+000, 0.0000000E+000, 3.9607575E-002,-1.9579377E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6800250E+002, 1.0035536E+003, 0.0000000E+000,-5.2417784E+002,-7.4452008E+001,-3.9088283E+002,-7.0234728E-002, 0.0000000E+000, 0.0000000E+000, 1.5381979E+001, 1.3970675E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.6901157E+002, 9.8442827E+002, 0.0000000E+000,-5.1557940E+002,-7.4533973E+001,-3.9111712E+002,-7.0496329E-002, 0.0000000E+000, 0.0000000E+000, 1.3174436E+000, 3.1272815E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7002063E+002, 1.0190108E+003, 0.0000000E+000,-5.3553046E+002,-7.2669600E+001,-3.9195980E+002,-6.9811372E-002, 0.0000000E+000, 0.0000000E+000, 2.0467949E+001, 1.8781164E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7102972E+002, 1.0023338E+003, 0.0000000E+000,-5.4280331E+002,-7.1954020E+001,-3.9290526E+002,-7.0500909E-002, 0.0000000E+000, 0.0000000E+000,-6.6920431E+000,-5.3992630E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7203879E+002, 9.9971505E+002, 0.0000000E+000,-5.1169970E+002,-7.4755681E+001,-3.9342826E+002,-7.0799103E-002, 0.0000000E+000, 0.0000000E+000, 2.0262445E+001, 1.9760599E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7301379E+002, 9.7422463E+002, 0.0000000E+000,-5.0858250E+002,-7.7531906E+001,-3.9365113E+002,-7.0554465E-002, 0.0000000E+000, 0.0000000E+000,-6.2340371E+000,-5.6114585E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7404276E+002, 9.9016154E+002, 0.0000000E+000,-5.2143791E+002,-7.9284347E+001,-3.9225738E+002,-7.0908979E-002, 0.0000000E+000, 0.0000000E+000,-2.1535415E+000,-2.8890026E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7503519E+002, 1.0008203E+003, 0.0000000E+000,-5.3974343E+002,-8.2656343E+001,-3.9170443E+002,-7.0288420E-002, 0.0000000E+000, 0.0000000E+000,-1.2114251E+001,-1.3354188E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7600128E+002, 9.9298735E+002, 0.0000000E+000,-5.3449338E+002,-8.0941615E+001,-3.9139154E+002,-7.0258010E-002, 0.0000000E+000, 0.0000000E+000,-1.6310012E+001,-1.3909453E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7706396E+002, 1.0046406E+003, 0.0000000E+000,-5.2616365E+002,-7.9109194E+001,-3.9256145E+002,-7.0021213E-002, 0.0000000E+000, 0.0000000E+000, 7.2537601E+000, 6.7363276E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7801785E+002, 1.0031031E+003, 0.0000000E+000,-5.1472281E+002,-7.7221274E+001,-3.9301583E+002,-7.0312115E-002, 0.0000000E+000, 0.0000000E+000, 1.5889011E+001, 1.8072889E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.7905890E+002, 1.0130991E+003, 0.0000000E+000,-5.3368806E+002,-7.5434267E+001,-3.9270696E+002,-6.9959763E-002, 0.0000000E+000, 0.0000000E+000, 1.0836603E+001, 1.1199901E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8005927E+002, 9.9846860E+002, 0.0000000E+000,-5.3587329E+002,-7.5145167E+001,-3.9292757E+002,-7.0378118E-002, 0.0000000E+000, 0.0000000E+000,-3.0970172E-001,-5.5478100E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8103888E+002, 1.0085705E+003, 0.0000000E+000,-5.3898706E+002,-7.6342746E+001,-3.9428508E+002,-7.0155903E-002, 0.0000000E+000, 0.0000000E+000,-3.8363538E+000,-1.1145394E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8205222E+002, 9.9587946E+002, 0.0000000E+000,-5.1929978E+002,-7.5472723E+001,-3.9539035E+002,-7.0223393E-002, 0.0000000E+000, 0.0000000E+000, 5.3322491E+000, 5.6463791E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8301767E+002, 1.0038959E+003, 0.0000000E+000,-5.2650812E+002,-7.3674264E+001,-3.9520336E+002,-7.0036129E-002, 0.0000000E+000, 0.0000000E+000, 1.0177542E+001, 8.4401066E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8401825E+002, 1.0043224E+003, 0.0000000E+000,-5.3164932E+002,-7.5091533E+001,-3.9558499E+002,-6.9891748E-002, 0.0000000E+000, 0.0000000E+000, 4.3288708E+000, 1.9266518E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8500131E+002, 9.9856342E+002, 0.0000000E+000,-5.3139149E+002,-7.5785089E+001,-3.9412356E+002,-7.0663846E-002, 0.0000000E+000, 0.0000000E+000,-3.6269866E+000,-2.8073806E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8603302E+002, 1.0049964E+003, 0.0000000E+000,-5.2913503E+002,-7.5263870E+001,-3.9431154E+002,-7.0902199E-002, 0.0000000E+000, 0.0000000E+000, 6.0079066E+000, 6.2150965E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8706470E+002, 9.8874279E+002, 0.0000000E+000,-5.2432888E+002,-7.0786541E+001,-3.9426377E+002,-7.0977019E-002, 0.0000000E+000, 0.0000000E+000, 1.1841249E+000,-7.0738468E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8803516E+002, 1.0047727E+003, 0.0000000E+000,-5.3437754E+002,-6.6932004E+001,-3.9449272E+002,-7.0591873E-002, 0.0000000E+000, 0.0000000E+000, 8.5314463E+000, 8.8998489E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.8902966E+002, 9.9978459E+002, 0.0000000E+000,-5.3830660E+002,-6.4380645E+001,-3.9394460E+002,-7.1008635E-002, 0.0000000E+000, 0.0000000E+000, 5.1331513E+000, 3.0817304E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9005316E+002, 9.9283159E+002, 0.0000000E+000,-5.2770079E+002,-6.4555828E+001,-3.9540055E+002,-7.0505253E-002, 0.0000000E+000, 0.0000000E+000, 4.5780003E+000, 5.1039217E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9104645E+002, 1.0014246E+003, 0.0000000E+000,-5.2228138E+002,-6.6216240E+001,-3.9591012E+002,-7.0745846E-002, 0.0000000E+000, 0.0000000E+000, 1.7515583E+001, 1.6946139E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9208490E+002, 9.9657288E+002, 0.0000000E+000,-5.1927700E+002,-6.6491316E+001,-3.9583887E+002,-7.0978474E-002, 0.0000000E+000, 0.0000000E+000, 1.9034715E+001, 1.4894710E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9307822E+002, 1.0078039E+003, 0.0000000E+000,-5.4540532E+002,-6.6569520E+001,-3.9562870E+002,-7.0867054E-002, 0.0000000E+000, 0.0000000E+000,-2.0344302E+000, 1.2950578E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9407150E+002, 9.8417542E+002, 0.0000000E+000,-5.2777042E+002,-6.8154321E+001,-3.9665698E+002,-7.0488090E-002, 0.0000000E+000, 0.0000000E+000,-4.9182553E+000,-8.4767976E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9506479E+002, 9.7960398E+002, 0.0000000E+000,-5.1187183E+002,-6.8530122E+001,-3.9621771E+002,-7.1142229E-002, 0.0000000E+000, 0.0000000E+000, 1.3631090E+000, 2.9131778E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9605811E+002, 1.0403553E+003, 0.0000000E+000,-5.5804719E+002,-7.0190101E+001,-3.9678067E+002,-6.9989500E-002, 0.0000000E+000, 0.0000000E+000, 1.8031279E+001, 1.5267316E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9705139E+002, 1.0063041E+003, 0.0000000E+000,-5.3356337E+002,-7.1736509E+001,-3.9691801E+002,-7.0094156E-002, 0.0000000E+000, 0.0000000E+000, 4.0275239E+000, 4.0161498E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9803815E+002, 1.0075760E+003, 0.0000000E+000,-5.2590830E+002,-7.1427389E+001,-3.9710898E+002,-7.0355754E-002, 0.0000000E+000, 0.0000000E+000, 1.3292134E+001, 1.3060981E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 4.9900134E+002, 1.0072485E+003, 0.0000000E+000,-5.3642862E+002,-7.3018742E+001,-3.9848742E+002,-6.9536968E-002, 0.0000000E+000, 0.0000000E+000, 2.4572847E+000,-7.5581502E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0005212E+002, 9.8632469E+002, 0.0000000E+000,-5.1504236E+002,-7.4902895E+001,-3.9908935E+002,-7.0685055E-002, 0.0000000E+000, 0.0000000E+000,-3.5682759E+000,-2.7806084E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0105911E+002, 1.0030803E+003, 0.0000000E+000,-5.3612709E+002,-7.5925297E+001,-3.9836821E+002,-7.0804537E-002, 0.0000000E+000, 0.0000000E+000,-6.4131771E+000,-7.4110882E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0208307E+002, 1.0028538E+003, 0.0000000E+000,-5.3587658E+002,-7.2227560E+001,-3.9685344E+002,-7.0428735E-002, 0.0000000E+000, 0.0000000E+000,-2.8685702E+000,-2.1741951E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0302173E+002, 9.9523422E+002, 0.0000000E+000,-5.2962365E+002,-7.0728083E+001,-3.9533736E+002,-7.0636379E-002, 0.0000000E+000, 0.0000000E+000, 9.3645773E-001,-5.2549980E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0408237E+002, 9.9599031E+002, 0.0000000E+000,-5.2528087E+002,-7.2203559E+001,-3.9500416E+002,-7.0717479E-002, 0.0000000E+000, 0.0000000E+000, 3.0471703E+000, 3.4310102E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0501163E+002, 1.0180594E+003, 0.0000000E+000,-5.3598980E+002,-7.3314630E+001,-3.9460868E+002,-7.0415464E-002, 0.0000000E+000, 0.0000000E+000, 1.3609732E+001, 1.4075902E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0604413E+002, 1.0157021E+003, 0.0000000E+000,-5.4231626E+002,-7.3082464E+001,-3.9390137E+002,-7.0720805E-002, 0.0000000E+000, 0.0000000E+000, 9.5291954E+000, 6.3312515E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0705902E+002, 9.9399621E+002, 0.0000000E+000,-5.2017765E+002,-7.0928026E+001,-3.9240468E+002,-7.1166689E-002, 0.0000000E+000, 0.0000000E+000, 7.4887439E+000, 1.0414684E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0802344E+002, 1.0084975E+003, 0.0000000E+000,-5.2783627E+002,-7.0825412E+001,-3.9219525E+002,-7.1071720E-002, 0.0000000E+000, 0.0000000E+000, 1.9651880E+001, 1.7569539E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.0900012E+002, 9.9338177E+002, 0.0000000E+000,-5.2891675E+002,-7.3757309E+001,-3.9238841E+002,-7.0601453E-002, 0.0000000E+000, 0.0000000E+000, 2.0434690E+000,-1.7512952E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1006097E+002, 1.0051355E+003, 0.0000000E+000,-5.4257989E+002,-7.3854330E+001,-3.9189357E+002,-7.0675685E-002, 0.0000000E+000, 0.0000000E+000,-5.3603467E+000,-3.2629225E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1108521E+002, 1.0088169E+003, 0.0000000E+000,-5.4032442E+002,-7.0807226E+001,-3.9382887E+002,-7.0299397E-002, 0.0000000E+000, 0.0000000E+000, 2.9901970E+000, 3.7860884E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1203162E+002, 1.0091277E+003, 0.0000000E+000,-5.3004203E+002,-6.8575742E+001,-3.9472392E+002,-7.0832201E-002, 0.0000000E+000, 0.0000000E+000, 1.7224016E+001, 1.5715148E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1303973E+002, 9.9951826E+002, 0.0000000E+000,-5.2252636E+002,-7.1190974E+001,-3.9390060E+002,-7.0712733E-002, 0.0000000E+000, 0.0000000E+000, 1.3443322E+001, 1.1829606E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1404010E+002, 9.9612788E+002, 0.0000000E+000,-5.2906940E+002,-7.5318083E+001,-3.9501676E+002,-7.0589499E-002, 0.0000000E+000, 0.0000000E+000,-3.9975751E+000,-3.3469492E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1504663E+002, 9.9080690E+002, 0.0000000E+000,-5.3158107E+002,-7.6538713E+001,-3.9367738E+002,-7.0833357E-002, 0.0000000E+000, 0.0000000E+000,-9.8361680E+000,-1.1061093E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1607880E+002, 9.9950359E+002, 0.0000000E+000,-5.3653764E+002,-7.5210164E+001,-3.9264633E+002,-7.0717612E-002, 0.0000000E+000, 0.0000000E+000,-5.4693230E+000,-4.9612646E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1701715E+002, 1.0061552E+003, 0.0000000E+000,-5.2833027E+002,-7.7758495E+001,-3.9243069E+002,-6.9879220E-002, 0.0000000E+000, 0.0000000E+000, 1.0646379E+001, 7.5658977E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1804932E+002, 9.9891653E+002, 0.0000000E+000,-5.2782921E+002,-8.0624373E+001,-3.9264289E+002,-7.0180722E-002, 0.0000000E+000, 0.0000000E+000,-4.0540075E+000,-2.2501304E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.1900641E+002, 9.9179504E+002, 0.0000000E+000,-5.2517327E+002,-8.0925077E+001,-3.9282070E+002,-7.1002967E-002, 0.0000000E+000, 0.0000000E+000,-6.9916822E+000,-7.1950103E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2003857E+002, 9.9321268E+002, 0.0000000E+000,-5.1936875E+002,-7.9588807E+001,-3.9133059E+002,-7.1196316E-002, 0.0000000E+000, 0.0000000E+000, 2.5732608E+000, 2.8533317E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2101904E+002, 1.0329423E+003, 0.0000000E+000,-5.4232350E+002,-7.6346925E+001,-3.9064834E+002,-7.0315867E-002, 0.0000000E+000, 0.0000000E+000, 2.2188141E+001, 2.3553266E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2207190E+002, 1.0031738E+003, 0.0000000E+000,-5.3755385E+002,-7.2941602E+001,-3.9076646E+002,-6.9670114E-002, 0.0000000E+000, 0.0000000E+000, 5.2359623E+000, 1.8422512E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2307001E+002, 9.9255676E+002, 0.0000000E+000,-5.1909426E+002,-7.0621735E+001,-3.9206794E+002,-7.0553378E-002, 0.0000000E+000, 0.0000000E+000, 9.2852681E+000, 1.0702275E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2400562E+002, 1.0080848E+003, 0.0000000E+000,-5.3094822E+002,-7.4117665E+001,-3.9232225E+002,-7.0834509E-002, 0.0000000E+000, 0.0000000E+000, 1.0240936E+001, 1.0625856E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2507526E+002, 1.0063565E+003, 0.0000000E+000,-5.3703559E+002,-7.7817935E+001,-3.9171031E+002,-7.0443877E-002, 0.0000000E+000, 0.0000000E+000, 3.3901957E+000,-2.7775026E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2602484E+002, 1.0023171E+003, 0.0000000E+000,-5.4960227E+002,-7.8362253E+001,-3.9196350E+002,-7.0516475E-002, 0.0000000E+000, 0.0000000E+000,-1.8803197E+001,-1.7681492E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2705658E+002, 1.0010552E+003, 0.0000000E+000,-5.1676728E+002,-7.7093193E+001,-3.9161956E+002,-7.0684503E-002, 0.0000000E+000, 0.0000000E+000, 1.4542048E+001, 1.5504497E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 5.2803607E+002, 1.0064488E+003, 0.0000000E+000,-5.3257385E+002,-7.5091604E+001,-3.9314886E+002,-7.0429333E-002, 0.0000000E+000, 0.0000000E+000, 6.3804688E+000, 5.5640992E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
